,strategy_returns,cumulative_returns,drawdown
1,-0.00011515430689844569,-0.011514767689568828,0.0
2,0.0,-0.011514767689568828,0.0
3,0.0,-0.011514767689568828,0.0
4,0.0,-0.011514767689568828,0.0
5,-0.0,-0.011514767689568828,0.0
6,-0.0,-0.011514767689568828,0.0
7,0.0,-0.011514767689568828,0.0
8,-0.0,-0.011514767689568828,0.0
9,0.0,-0.011514767689568828,0.0
10,0.0001343428238963313,0.0019188701098737937,0.0
11,-0.000322112446134599,-0.030287805231576925,-0.03220605734903792
12,0.0,-0.030287805231576925,-0.03220605734903792
13,0.0,-0.030287805231576925,-0.03220605734903792
14,0.0,-0.030287805231576925,-0.03220605734903792
15,-0.0,-0.030287805231576925,-0.03220605734903792
16,8.44387128971135e-05,-0.021846135008285472,-0.02376454910733017
17,-0.0,-0.021846135008285472,-0.02376454910733017
18,0.0,-0.021846135008285472,-0.02376454910733017
19,-3.837445796558976e-05,-0.02568266885834003,-0.027601009340694205
20,0.0,-0.02568266885834003,-0.027601009340694205
21,-0.0,-0.02568266885834003,-0.027601009340694205
22,0.0,-0.02568266885834003,-0.027601009340694205
23,-0.0,-0.02568266885834003,-0.027601009340694205
24,-0.0,-0.02568266885834003,-0.027601009340694205
25,-0.00016314857593074564,-0.04199200590182528,-0.04391003343519051
26,0.0,-0.04199200590182528,-0.04391003343519051
27,-0.0,-0.04199200590182528,-0.04391003343519051
28,2.878346677871834e-05,-0.03911482649205933,-0.04103290923370695
29,0.0,-0.03911482649205933,-0.04103290923370695
30,0.0,-0.03911482649205933,-0.04103290923370695
31,-0.0,-0.03911482649205933,-0.04103290923370695
32,1.8991528723608134e-05,-0.03721639844308511,-0.039134517612393616
33,7.673566485619609e-05,-0.029545393466468006,-0.031463659829578106
34,0.0,-0.029545393466468006,-0.031463659829578106
35,-0.0,-0.029545393466468006,-0.031463659829578106
36,-1.9182628212486636e-05,-0.0314630711363173,-0.03338130070238421
37,0.0,-0.0314630711363173,-0.03338130070238421
38,-0.0,-0.0314630711363173,-0.03338130070238421
39,-0.00015345072343776663,-0.046802138523471815,-0.048720073758412585
40,-0.0,-0.046802138523471815,-0.048720073758412585
41,0.0,-0.046802138523471815,-0.048720073758412585
42,-0.0002206309093668598,-0.06885247087988766,-0.07076998300571402
43,-1.937482429655474e-05,-0.0707886005488767,-0.07270607552359865
44,0.0,-0.0707886005488767,-0.07270607552359865
45,-0.0,-0.0707886005488767,-0.07270607552359865
46,0.0,-0.0707886005488767,-0.07270607552359865
47,0.00011508583497867439,-0.05928750202213173,-0.061205197683766865
48,0.0,-0.05928750202213173,-0.061205197683766865
49,-0.0,-0.05928750202213173,-0.061205197683766865
50,-0.0,-0.05928750202213173,-0.061205197683766865
51,-0.0,-0.05928750202213173,-0.061205197683766865
52,1.918078852276979e-05,-0.05737054196655045,-0.0592882744114509
53,-4.795128150719429e-05,-0.06216280422778331,-0.06408044471715169
54,0.0,-0.06216280422778331,-0.06408044471715169
55,-0.0,-0.06216280422778331,-0.06408044471715169
56,0.0,-0.06216280422778331,-0.06408044471715169
57,0.00026857482847957183,-0.03531841204166275,-0.037236567630172246
58,-0.0,-0.03531841204166275,-0.037236567630172246
59,-0.0,-0.03531841204166275,-0.037236567630172246
60,-0.00015354202283406976,-0.050666013183631176,-0.05258387427725664
61,0.0003985515506994542,-0.010823111934166185,-0.012741737546650977
62,0.0,-0.010823111934166185,-0.012741737546650977
63,-0.0,-0.010823111934166185,-0.012741737546650977
64,-0.0002015596887448539,-0.030974868346478335,-0.032893107280351774
65,-0.0,-0.030974868346478335,-0.032893107280351774
66,0.00019215635481897528,-0.011763339132775386,-0.013681946703858472
67,0.0,-0.011763339132775386,-0.013681946703858472
68,0.0,-0.011763339132775386,-0.013681946703858472
69,5.757162871729548e-05,-0.006006687787329934,-0.007925405818964837
70,0.00023030640449557533,0.01702522137985163,0.0
71,0.00014394771843718543,0.03142348023874586,0.0
72,-0.0,0.03142348023874586,0.0
73,-0.00022067959810735923,0.009351021467263188,-0.022065525015591003
74,-0.0,0.009351021467263188,-0.022065525015591003
75,-0.0,0.009351021467263188,-0.022065525015591003
76,0.0,0.009351021467263188,-0.022065525015591003
77,-0.00015486481359413038,-0.0061357088306013274,-0.03754739037254984
78,-0.0,-0.0061357088306013274,-0.03754739037254984
79,-0.0,-0.0061357088306013274,-0.03754739037254984
80,0.0,-0.0061357088306013274,-0.03754739037254984
81,0.00015353612927212432,0.009218140698785682,-0.022198364041425833
82,-0.0,0.009218140698785682,-0.022198364041425833
83,9.594995257833294e-05,0.018814480813600376,-0.012605038483370912
84,-7.675333401061135e-05,0.01113799794001391,-0.02027910989663706
85,0.0,0.01113799794001391,-0.02027910989663706
86,-6.734491892340567e-05,0.0044029827471758765,-0.027012009378135637
87,0.0,0.0044029827471758765,-0.027012009378135637
88,0.0,0.0044029827471758765,-0.027012009378135637
89,0.0,0.0044029827471758765,-0.027012009378135637
90,7.672830510956375e-05,0.012076445473652164,-0.01934095716323858
91,-0.0,0.012076445473652164,-0.01934095716323858
92,-0.0,0.012076445473652164,-0.01934095716323858
93,-7.673566485619609e-05,0.00440224674009837,-0.0270127451540092
94,9.59278623211156e-05,0.013995915413045346,-0.017422090198626616
95,0.0,0.013995915413045346,-0.017422090198626616
96,-1.9761145310533167e-05,0.012019543834407287,-0.01939784092762631
97,5.7749686589790344e-05,0.017795373392859304,-0.013623825765685105
98,1.9378173596441926e-05,0.01973355437348001,-0.011686253637666066
99,9.592602192534579e-05,0.029328509722970075,-0.0020943124099281896
100,-0.00011509908125289832,0.017815888471939267,-0.013603317131138937
101,-0.0,0.017815888471939267,-0.013603317131138937
102,-0.0001536749467103078,0.002446836894520743,-0.02896754073478114
103,0.0,0.002446836894520743,-0.02896754073478114
104,-2.8779324934933296e-05,-0.00043112460419436616,-0.03184459816193419
105,-0.0,-0.00043112460419436616,-0.03184459816193419
106,-0.0,-0.00043112460419436616,-0.03184459816193419
107,0.0,-0.00043112460419436616,-0.03184459816193419
108,-0.0001534772185265193,-0.01577760259153793,-0.04718625526668463
109,-0.0,-0.01577760259153793,-0.04718625526668463
110,-5.736815805949428e-05,-0.021513348739321536,-0.05292019960959626
111,-0.0002012537404925441,-0.04163236856475905,-0.07303289932482082
112,0.0,-0.04163236856475905,-0.07303289932482082
113,0.0,-0.04163236856475905,-0.07303289932482082
114,-7.673124883886329e-05,-0.04930200469087653,-0.08070012614143085
115,0.0,-0.04930200469087653,-0.08070012614143085
116,-0.0,-0.04930200469087653,-0.08070012614143085
117,3.8362680788778056e-05,-0.045467554419642564,-0.0768668804094097
118,0.0,-0.045467554419642564,-0.0768668804094097
119,0.00013427582192189027,-0.03204517629042947,-0.06344871873358304
120,3.817453223949483e-05,-0.028228873533775456,-0.05963361481535756
121,0.0002108413720019084,-0.007148465915074453,-0.03855982931347812
122,0.0,-0.007148465915074453,-0.03855982931347812
123,-8.632886506865692e-05,-0.015780362706696582,-0.047189014514792404
124,-6.714402876279464e-05,-0.022493480650431774,-0.053900023625907956
125,0.0,-0.022493480650431774,-0.053900023625907956
126,5.755450893201013e-05,-0.01673915876646559,-0.04814750938211265
127,-1.9185572450089766e-05,-0.018657376460029518,-0.050065124494269586
128,-0.0,-0.018657376460029518,-0.050065124494269586
129,0.0,-0.018657376460029518,-0.050065124494269586
130,0.00016329508407729093,-0.0023295816221180488,-0.033742458805985365
131,0.0,-0.0023295816221180488,-0.033742458805985365
132,-0.0,-0.0023295816221180488,-0.033742458805985365
133,-0.00011512337400958889,-0.013840988205082727,-0.045250249240702534
134,0.0,-0.013840988205082727,-0.045250249240702534
135,-0.0,-0.013840988205082727,-0.045250249240702534
136,7.675186127021523e-05,-0.006166569890497797,-0.03757824173787894
137,-2.878346677862226e-05,-0.009044697651650058,-0.040455465375233146
138,-0.00010553532804893604,-0.019596719106096394,-0.0510041720589105
139,-0.0,-0.019596719106096394,-0.0510041720589105
140,0.0,-0.019596719106096394,-0.0510041720589105
141,0.0,-0.019596719106096394,-0.0510041720589105
142,3.816866734564666e-05,-0.015780527523168164,-0.047189179279483184
143,-0.0,-0.015780527523168164,-0.047189179279483184
144,0.00011508142023171827,-0.004273539437948948,-0.03568580595451065
145,-0.0,-0.004273539437948948,-0.03568580595451065
146,0.0,-0.004273539437948948,-0.03568580595451065
147,-0.0,-0.004273539437948948,-0.03568580595451065
148,8.515907490158137e-05,0.004242366719742208,-0.02717257495028491
149,4.794800288486164e-06,0.00472186823945453,-0.0266932240593043
150,4.430307948359989e-05,0.009152483525332045,-0.022264000589589106
151,-0.0,0.009152483525332045,-0.022264000589589106
152,-0.0001344599196858724,-0.004293835069735241,-0.035706095210708
153,-0.0,-0.004293835069735241,-0.035706095210708
154,-0.0,-0.004293835069735241,-0.035706095210708
155,-0.0,-0.004293835069735241,-0.035706095210708
156,-0.0,-0.004293835069735241,-0.035706095210708
157,0.0,-0.004293835069735241,-0.035706095210708
158,-0.0,-0.004293835069735241,-0.035706095210708
159,-0.0,-0.004293835069735241,-0.035706095210708
160,9.593292370128419e-06,-0.0033345424233610643,-0.03474710391278002
161,0.0,-0.0033345424233610643,-0.03474710391278002
162,9.593154332444526e-05,0.006258752163712522,-0.02515682292575372
163,-4.7969222955667106e-05,0.0014616446983417575,-0.029952423446544252
164,4.796922295566915e-05,0.006258752163712522,-0.02515682292575372
165,1.91874130576544e-05,0.008177631967853927,-0.02323854591100849
166,-0.00011513221028169189,-0.0033358677691164296,-0.03474842884219065
167,-7.752381270599217e-05,-0.0110876899512391,-0.04249781589720225
168,0.0,-0.0110876899512391,-0.04249781589720225
169,0.000182284796513717,0.00714042988692043,-0.024275422169339755
170,-0.00022070500946022302,-0.014929211457970215,-0.04633813064338632
171,0.0,-0.014929211457970215,-0.04633813064338632
172,5.777518142958685e-05,-0.009152388976030323,-0.0405631228698744
173,0.0,-0.009152388976030323,-0.0405631228698744
174,1.9193305375694713e-05,-0.007233215685475969,-0.038644552460920245
175,-0.00011516535838741626,-0.018748255428779892,-0.05015597491465629
176,0.0,-0.018748255428779892,-0.05015597491465629
177,-1.9194410588163572e-05,-0.020667318208178465,-0.05207443484718244
178,-0.00023011229639130804,-0.043671145210022466,-0.07507103551676053
179,0.0,-0.043671145210022466,-0.07507103551676053
180,-0.0,-0.043671145210022466,-0.07507103551676053
181,-0.0,-0.043671145210022466,-0.07507103551676053
182,0.00013031530276116042,-0.03064445718246045,-0.06204843964203732
183,0.0,-0.03064445718246045,-0.06204843964203732
184,-0.0,-0.03064445718246045,-0.06204843964203732
185,0.0,-0.03064445718246045,-0.06204843964203732
186,-0.0,-0.03064445718246045,-0.06204843964203732
187,-1.9194410588160113e-05,-0.032563291623466384,-0.06396667130789124
188,7.678132681901956e-05,-0.02488736451414786,-0.05629315548429936
189,9.578379512503832e-05,-0.015310910180610371,-0.046719709460685266
190,0.0001053818755092207,-0.004773780920652726,-0.036185890293316536
191,-0.0,-0.004773780920652726,-0.036185890293316536
192,-7.927834063262768e-05,-0.012700922297026462,-0.04411054146848947
193,-0.0,-0.012700922297026462,-0.04411054146848947
194,-5.7588758690374575e-05,-0.018458900936701994,-0.049866711319268564
